taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_name
2508880,2508880,GCF_004118935.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Salinibacterium,Salinibacterium sp. UTAS2018,strain=UTAS2018
2508882,2508882,GCF_004322775.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Ornithinimicrobium sp. HY006,strain=HY006
2509341,2509341,GCF_009068765.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas hydrogeniphila,strain=NW10
2509455,2509455,GCF_004135405.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces,Agromyces protaetiae,strain=FW100M-8
2509456,2509456,GCF_004135365.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus protaetiae,strain=FW100M-2
2509457,2509457,GCF_004135385.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Xylanimicrobium,Xylanimicrobium sp. FW10M-9,strain=FW10M-9
2509458,2509458,GCF_004135285.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium protaetiae,strain=DFW100M-13
2509459,2509459,GCF_004135345.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Xylanimonas,Xylanimonas allomyrinae,strain=2JSPR-7
2509614,2509614,GCF_006970865.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sediminis,strain=CHu59-6-5
2509614,2509614,GCF_006974105.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sediminis,strain=Gr-4
2509675,2509675,GCF_004208415.1,Bacteria,,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonosporobacteraceae,Ktedonosporobacter,Ktedonosporobacter rubrisoli,strain=SCAWS-G2
2511069,2511069,GCF_008807075.1,Bacteria,,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RSCCF101,strain=RSCCF101
2511819,28901,GCF_004194635.3,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=sg_ww281
2511995,2511995,GCF_004168365.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudolysobacter,Pseudolysobacter antarcticus,strain=AQ6-296
2516557,2516557,GCF_003143535.1,Bacteria,,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Aquirufa,Aquirufa nivalisilvae,strain=HME7025
2517362,2517362,GCF_013201975.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CCUG 57310,strain=CCUG 57310
2518176,2518176,GCF_013373365.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus sp. CBA3610,strain=CBA3610
2518177,2518177,GCF_004797125.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sangjuense,strain=GS03
2518370,2518370,GCF_004564375.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides euryhalodurans,strain=MMS17-SY117
2518371,2518371,GCF_004683965.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides seonyuensis,strain=MMS17-SY207-3
2518599,2518599,GCF_004193915.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea sp. XY-2,strain=XY-2
2518644,2518644,GCF_004214895.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas tructae,strain=SNU WT1
2518645,2518645,GCF_008329965.1,Bacteria,,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Oceanispirochaeta,Oceanispirochaeta crateris,strain=K2
2520506,2520506,GCF_006965485.1,Bacteria,,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma sp. KCTC 42546,strain=KCTC 42546
2520507,2520507,GCF_004295345.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella maritima,strain=D4-2
2527775,2527775,GCF_003261295.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter paneuropaeus,strain=MWH-Creno-4B4
2527968,2527968,GCF_007752135.1,Bacteria,,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Aureliella,Aureliella helgolandensis,strain=Q31a
2527972,2527972,GCF_007748035.1,Bacteria,,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Aeoliella,Aeoliella mucimassa,strain=Pan181
2527978,2527978,GCF_007748015.1,Bacteria,,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia panareensis,strain=Pan110
2527978,2527978,GCF_007751945.1,Bacteria,,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia panareensis,strain=Pan153
2527984,2527984,GCF_007748115.1,Bacteria,,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Bremerella,Bremerella volcania,strain=Pan97
2527990,2527990,GCF_007751715.1,Bacteria,,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Rosistilla,Rosistilla oblonga,strain=CA51
2527995,2527995,GCF_007747995.1,Bacteria,,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Symmachiella,Symmachiella dynata,strain=Mal52
2528007,2528007,GCF_007750395.1,Bacteria,,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Polystyrenella,Polystyrenella longa,strain=Pla110
2528009,2528009,GCF_007750855.1,Bacteria,,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Pirellulimonas,Pirellulimonas nuda,strain=Pla175
2528010,2528010,GCF_007751035.1,Bacteria,,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,strain=Pla85_3_4
2528019,2528019,GCF_007752345.1,Bacteria,,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus ephydatiae,strain=spb1
2528020,2528020,GCF_007747445.1,Bacteria,,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Poriferisphaera,Poriferisphaera corsica,strain=KS4
2528021,2528021,GCF_007747655.1,Bacteria,,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,Anatilimnocola aggregata,strain=ETA_A8
2528023,2528023,GCF_007747215.1,Bacteria,,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Urbifossiella,Urbifossiella limnaea,strain=ETA_A1
2528026,2528026,GCF_007747795.1,Bacteria,,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Maioricimonas,Maioricimonas rarisocia,strain=Mal4
2528037,2528037,GCF_008805035.1,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella exigua,strain=PXX
2528203,2528203,GCF_004328515.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. A1C1,strain=A1C1
2528642,2528642,GCF_004323635.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Lichenihabitantaceae,Lichenihabitans,Lichenihabitans psoromatis,strain=PAMC 29148
2528964,2528964,GCF_016807805.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter dioxanivorans,strain=YN2
2529032,2529032,GCF_009498295.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Oceanihabitans,Oceanihabitans sp. IOP_32,strain=IOP_32
2529121,2529121,GCF_004322975.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. ABFQG,strain=ABFQG
2529386,2529386,GCF_004322655.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SYJ,strain=SYJ
2541726,2541726,GCF_004564355.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium wangchenii,strain=dk512
2545455,2545455,GCF_004337365.2,Bacteria,,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus sp. B3-10,strain=B3-10
2545632,2545632,GCF_004345025.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera sp. D18,strain=D18
2545799,2545799,GCF_009730375.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp. FDAARGOS_737,strain=FDAARGOS_737
2545800,2545800,GCF_013343155.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. FDAARGOS_761,strain=FDAARGOS_761
2546350,2546350,GCF_004353845.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter arsenatis,strain=LY-1
2546351,2546351,GCF_004634385.1,Bacteria,,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter sp. FW80,strain=FW80
2547394,2547394,GCF_004355225.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium nackdongense,strain=GS13
2547598,2547598,GCF_004353225.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. JH2,strain=sp.
2547600,2547600,GCF_004359195.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium salivictor,strain=NBC122
2547601,2547601,GCF_006542605.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter sp. YT40,strain=YT40
2547962,2547962,GCF_004551645.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia sp. QL-Z3,strain=QL-Z3
2547970,2547970,GCF_004358445.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Parashewanella,Parashewanella tropica,strain=MEBiC05444
2548456,2548456,GCF_003955715.1,Bacteria,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aquilus,strain=GGCR-6
2552942,2552942,GCF_004751985.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Boseongicola,Boseongicola sp. CCM32,strain=CCM32
2552945,2552945,GCF_004752005.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea sp. HSM 43,strain=HSM 43
2557994,2557994,GCF_004526235.1,Bacteria,,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. CZ-2,strain=CZ-2
2558360,2558360,GCF_006542375.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Oecophyllibacter,Oecophyllibacter saccharovorans,strain=Ha5
2558361,2558361,GCF_006542395.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swingsia,Swingsia sp. F3b2,strain=F3b2
2558918,2558918,GCF_008761635.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides cynanchi,strain=SB3-45
2559074,2559074,GCF_004526365.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. S150,strain=S150
2559115,9,GCF_013487785.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,
2559597,2559597,GCF_013168275.1,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Candidatus Nitrotoga,Candidatus Nitrotoga sp. AM1P,strain=AM1P
2560010,2560010,GCF_004798665.1,Bacteria,,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces procaprae,strain=dk561
2560028,2560028,GCF_013085525.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. 1805,strain=1805
2560029,2560029,GCF_013085505.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. 2692-1,strain=2692-1
2560053,2560053,GCF_004683865.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus liaowanqingii,strain=2251
2560057,2560057,GCF_004564135.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,Terasakiella sp. SH-1,strain=SH-1
2560058,2560058,GCF_009394735.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. Bb-A,strain=Bb-A
2561898,2561898,GCF_013416015.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Candidatus Campylobacter infans,strain=19S00001
2561924,2561924,GCF_004683885.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. MF30-B,strain=MF30-B
2562282,2562282,GCF_008329985.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. Y2R2,strain=Y2R2
2562284,2562284,GCF_005153485.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys sp. FHR47,strain=FHR47
2562285,2562285,GCF_014295415.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Constantimarinum,Constantimarinum furrinae,strain=ALE3EI
2562449,2562449,GCF_004684345.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter tructae,strain=SNU WT2
2562451,2562451,GCF_004792515.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus xieshaowenii,strain=CF-49
2562582,2562582,GCF_011045535.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. 'scallop',strain=scallop
2563602,2563602,GCF_004795715.1,Bacteria,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SS52,strain=SS52
2563896,2563896,GCF_012276695.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter giovannonii,strain=NP1
2563897,2563897,GCF_013343215.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. 10FS3-1,strain=10FS3-1
2564040,2564040,GCF_001729245.1,Bacteria,,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira tipperaryensis,strain=GWTS#1
2564099,2564099,GCF_005601135.1,Bacteria,,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus bovis,strain=JE7A12
2564310,28901,GCF_900477895.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=NCTC9872
2565366,2565366,GCF_004798705.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. PAMC25564,strain=PAMC25564
2565368,2565368,GCF_017167965.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas atacamensis,strain=SM1
2565554,2565554,GCF_004795815.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. PAMC28499,strain=PAMC28499
2565555,2565555,GCF_004795835.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. PAMC26645,strain=PAMC26645
2565556,2565556,GCF_004795895.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. PAMC25046,strain=PAMC25046
2565557,2565557,GCF_004795775.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PAMC27889,strain=PAMC27889
2565558,2565558,GCF_004795855.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. PAMC20947,strain=PAMC20947
2565559,2565559,GCF_004795795.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. PAMC25021,strain=PAMC25021
2565560,2565560,GCF_004795915.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PAMC28707,strain=PAMC28707
2565561,2565561,GCF_004795875.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PAMC28705,strain=PAMC28705
2565782,2565782,GCF_004803715.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas yindakuii,strain=S-1072
2565914,2565914,GCF_007035975.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. 18A13,strain=18A13
2565926,2565926,GCF_005577435.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus algicola,strain=HB172198
2566012,2566012,GCF_006385635.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. CF971,strain=CF971
2566013,2566013,GCF_004798685.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas shaoxiangyii,strain=Z28
2567881,2567881,GCF_005877055.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Citricoccus,Citricoccus sp. SGAir0253,strain=SGAir0253
2567884,2567884,GCF_005484805.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. SGAir0479,strain=SGAir0479
2567934,2567934,GCF_011046485.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. 4R-513,strain=4R-513
2567941,2567941,GCF_009720625.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus sediminilitoris,strain=DSL-17
2569540,2569540,GCF_005116675.2,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfosediminicola,Desulfosediminicola ganghwensis,strain=IMCC35004
2569541,2569541,GCF_005116655.2,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfosediminicola,Desulfosediminicola flagellatus,strain=IMCC35005
2570561,2570561,GCF_004843725.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,Psychroserpens sp. NJDZ02,strain=NJDZ02
2571029,2571029,GCF_005490785.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. SGAir0954,strain=SGAir0954
2571156,2571156,GCF_014844115.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc sp. LN180020,strain=LN180020
2571746,2571746,GCF_005280735.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. DHOD12,strain=DHOD12
2571747,2571747,GCF_009789655.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidiphila,strain=7Q-K02
2571748,2571748,GCF_009789675.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidisoli,strain=DHF22
2571749,2571749,GCF_005145025.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. EMRT-2,strain=ABRDHK2
2571750,2571750,GCF_005145005.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus zengguangii,strain=MN-17
2572050,2572050,GCF_012889415.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093246,strain=CFSAN093246
2572059,2572059,GCF_012889595.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093241,strain=CFSAN093241
2572065,2572065,GCF_012897595.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093226,strain=CFSAN093226
2572069,2572069,GCF_012897855.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093227,strain=CFSAN093227
2572074,2572074,GCF_012897395.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093224,strain=CFSAN093224
2572082,2572082,GCF_012889735.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093256,strain=CFSAN093256
2572083,2572083,GCF_012889985.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093259,strain=CFSAN093259
2572084,2572084,GCF_012898015.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093238,strain=CFSAN093238
2572085,2572085,GCF_012890095.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CFSAN093260,strain=CFSAN093260
2572090,2572090,GCF_013343235.1,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. TCL240-02,
2572577,2572577,GCF_006228385.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas iocasae,strain=KX18D6
2572594,2572594,GCF_009792295.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides fluvii,strain=CJ210
2572923,2572923,GCF_009938165.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio taketomensis,strain=C4III282
2572923,2572923,GCF_009938185.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio taketomensis,strain=C4III291
2575361,2575361,GCF_005234075.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. MEBiC00475,strain=MEBiC00475
2575373,2575373,GCF_006007965.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides jishulii,strain=dk3136
2575374,2575374,GCF_005280255.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. 24S4-2,strain=24S4-2
2575375,2575375,GCF_005281435.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. SO10,strain=SO10
2575699,2575699,GCF_005234115.1,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia sp. 2-6,strain=2-6
2575923,2575923,GCF_005280295.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. CS2,strain=CS2
2576307,2576307,GCF_006016075.1,Bacteria,,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Caloramator,Caloramator sp. E03,strain=E03
2576356,2576356,GCF_003812125.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FDAARGOS_527,strain=FDAARGOS_527
2576376,2576376,GCF_006228325.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. 1643,strain=1643
2576406,2576406,GCF_005406305.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. TBCP-5362,strain=TBCP-5362
2576606,2576606,GCF_005304985.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella sp. B8,strain=B8
2576891,2576891,GCF_002310495.1,Bacteria,,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Nibricoccus,Nibricoccus aquaticus,strain=HZ-65
2576902,2576902,GCF_013393905.1,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. C052,strain=C052
2576903,2576903,GCF_013393925.1,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. C057,strain=C057
2576904,2576904,GCF_013393945.1,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. TCL26-01,strain=TCL26-01
2577118,54736,GCF_013138145.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella bongori,strain=08-0158
2577858,28901,GCF_003324815.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=SA20053897
2577863,28901,GCF_003324795.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,strain=SA20011914
2578106,2578106,GCF_005938645.2,Bacteria,,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. KBS0701,strain=KBS0701
